Student_ID,math_score,reading_score,writing_score
1A9B276FB346,65,56,58
589C6B138C1A,49,57,58
CBF82FFD35DE,61,57,58
A5A44CFE114D,56,59,58
D04CD3B2E453,59,60,58
C27A73C1E958,65,61,58
5C6E4E772A46,52,61,58
37808CD38737,70,62,58
1130955A6644,58,64,58
5BFE009AF2B7,52,66,58
D271E08199D1,63,69,58
0D61BA602316,68,70,58
E26EB2269D25,44,54,59
75098DACE4FD,50,56,59
E0C4F7D14B55,45,59,59
54200F61AF70,76,59,59
38CD7CA404EF,56,60,59
9DF2F5473FA8,52,63,59
C9254BEBC1E0,63,64,59
2397396066FF,55,64,59
9051B7C03F73,64,64,59
45C2B209B3B3,64,64,59
61C8C5733BB5,48,65,59
E7AFE8B0FC13,47,65,59
B15BD476EEBC,49,65,59
06F57C0CE294,49,66,59
15C2005F8BE6,61,67,59
E5C92545045F,53,68,59
2FDB4F923A22,47,52,60
E336763331F2,56,53,60
07A1A2FDE3EC,63,55,60
B3FC3CAE4EA9,51,57,60
501A0C75823D,64,58,60
B9BA665B319A,63,60,60
B340B10A3EA0,50,61,60
74512218FBE9,70,61,60
C81E93B1C0AC,63,61,60
14B7CC4AEB5B,48,62,60
4473581D28E3,55,62,60
27C73E600CC0,64,63,60
58F192B5E015,52,63,60
91B34C69D0A6,67,65,60
267964940168,59,65,60
932F0D2360F8,72,66,60
C3D918FD62E0,63,66,60
45D15C5E203A,45,66,60
402093B50F07,47,70,60
C995E6225DB5,64,61,61
544662C2A4EE,62,61,61
C3061BF79477,66,61,61
9478F8191330,74,62,61
920E90292BFF,58,63,61
1526707671A1,65,63,61
3D8DC159614F,61,63,61
1A0A099A44C9,46,63,61
6C0FC39AFD0F,63,63,61
4739DDD476DC,67,63,61
77E4A818DBC7,47,64,61
7C711505EC7E,77,64,61
90110B2C38E6,66,65,61
F09D1FCF3966,64,65,61
6F91658B6649,74,65,61
157A83960377,72,65,61
86E3CAC49AB9,55,66,61
ADEA1A9BDA25,49,67,61
F7CFBA05F4A7,68,69,61
B22935154156,60,69,61
95FE8B6700A3,73,75,61
2BB66599B20D,64,56,62
52C681C4BB58,79,59,62
1C1ADA4E9E7F,59,60,62
D38F05E656BA,61,60,62
9A1460731552,52,60,62
45FE852B31C8,66,61,62
4F1D3DD077AD,65,62,62
D11B4FDCE6FC,74,63,62
7F5A13CFBDA0,63,64,62
F61EF2F86206,60,64,62
4802DCF935A0,53,65,62
305E9F1AA67D,63,65,62
F3003375BB3D,67,66,62
E9A4A3D1A455,53,66,62
2FF132E08CA3,77,66,62
FC51978DBF62,77,66,62
9E11F1395DE2,61,66,62
D9FCACCA0258,71,66,62
A9CCF5316DB5,71,67,62
92CFA0704F8C,72,68,62
198BC28F4C79,55,69,62
DF7E31538559,71,70,62
29D5420C7B8E,69,71,62
56814287F614,53,56,63
FB92FD5CDD33,58,58,63
1AD236703C0A,52,60,63
270901840C45,67,60,63
59981EEA96CE,42,60,63
F407302B4506,60,62,63
3720461F4483,61,63,63
96330EDCA9EC,67,63,63
0627DDC78F2B,65,63,63
8C95992C1D85,80,63,63
451048AA3C25,54,63,63
5DF8FAAFB299,71,64,63
4B059F14F68D,70,65,63
E6B17B9C62AB,58,65,63
C99E2A998253,69,65,63
8CC38609E32B,72,65,63
6D564E40A439,61,66,63
9F4D737752D8,62,66,63
1036AB4B89A5,78,66,63
3369487B6030,65,67,63
1329C72D8787,64,67,63
D370FD74A8D1,72,67,63
6C4962F3F175,69,67,63
832D9942C6B8,81,67,63
FDA4D0DDDE7F,70,68,63
9E1BAE3EFE7D,60,68,63
E982335D6BCA,71,70,63
DAF574DC1DCC,66,74,63
38A756689D01,46,58,64
48BDB417D917,51,58,64
22568EDE52C4,48,58,64
EBFF21605CC6,63,60,64
1AAE34AE28EB,61,61,64
E9442F4653E3,77,61,64
CD62C0037B30,56,61,64
BEEF12C482D0,67,62,64
DA4A1D845E53,58,62,64
145B74D5CDD6,64,63,64
240766E80C3D,58,63,64
2387ECDB2D21,65,64,64
D297CAC662B1,61,65,64
C0E6B3F5D132,58,65,64
8F6780D2A492,65,65,64
A09DB2B3F507,75,65,64
03C440C5199C,52,66,64
8CC9C9B495DD,70,67,64
8BC7D3CA2209,67,68,64
394A549666A0,59,68,64
00A29B9734B4,65,69,64
F54D045537F4,54,69,64
2885445CF71F,64,69,64
1F1950AD9E3C,50,70,64
D40F05782253,76,72,64
75B650A5FA2E,77,79,64
D4FFA9CDD071,57,55,65
BD9E59C0DC39,41,56,65
84AD2EBE3EB3,65,58,65
81767BB9205A,50,58,65
67986BFFBF51,55,60,65
84A35900FBAB,59,62,65
61FAA8D38819,67,62,65
35AF11AEA790,60,62,65
1032999DACF8,51,63,65
0ED9E08A488F,73,63,65
EE9D165109EA,55,64,65
6470DBE6EB35,50,64,65
E958CBC5FFF7,48,64,65
6CD0DF673D58,58,65,65
DC16EE01489C,64,65,65
D834CCCC7EAE,60,65,65
41D102A9B781,59,66,65
CB0BA8AFDD70,61,66,65
ACE9A55708FE,76,67,65
760EE84C6AA7,69,68,65
FEF58C35727E,61,68,65
254077DBC4D5,68,68,65
BCAD2AF6F5E7,50,68,65
27F80CDA66D5,77,69,65
5D962802996C,71,69,65
8A952A2D7D1A,61,70,65
A2D8C0C04E1E,74,70,65
ACCB4E96A23C,67,71,65
BD5932B3BD71,90,72,65
1A13D6CCAE8E,61,73,65
3806A01744EC,60,77,65
E1E4E56C0276,56,60,66
9C340292AC83,78,61,66
E93F19AAA1E1,62,61,66
078C9D6C7846,56,62,66
0B93C820D727,59,63,66
63188317312F,61,63,66
C1FE5D19F013,86,64,66
CD9944E34A1B,69,64,66
922109685F29,66,65,66
F0D469E44A0F,56,65,66
2E3EA6868028,60,65,66
A599129D0F26,75,65,66
233208F4FE32,77,65,66
321E963F5D2A,70,65,66
6609C7960EAA,54,65,66
17DEC51E5DFC,68,66,66
05A1EBB67463,71,67,66
4A333A23C5D0,71,67,66
BA9D19F0E1C1,73,67,66
D3B75D5A27F7,83,67,66
2C2CADABA5B9,65,67,66
1B88E8DF360F,70,67,66
A21613612F0D,58,67,66
39FA45B7DC20,74,69,66
9ABD506FE024,77,69,66
2A8732C4F5C2,67,70,66
9495216FD8AA,62,70,66
87F427094745,66,70,66
1D6A51BCD702,70,70,66
49BA5F7B8BCA,78,72,66
8F98FAED8372,85,73,66
F5221FAF3D22,76,73,66
B79537E22F9F,69,61,67
0304022FC741,75,62,67
0D2E9EB0A950,49,63,67
685E2F3C546D,56,65,67
7AC55AD8DB89,62,66,67
B0EEAAF4FAEF,70,67,67
47391A9A8ACD,67,67,67
C4EE54CE9551,74,67,67
36D5545BFA4D,55,67,67
EFC8DCB1139C,87,67,67
CD8FB8898D24,57,68,67
35587BE80172,75,68,67
4221B685538D,77,69,67
00286B0CC7E8,75,70,67
7BB547276B1E,80,70,67
ECC06C13AD29,58,70,67
48308204DEAB,75,70,67
22DD464BA2AB,70,71,67
A5FB48C78B4B,87,72,67
E898000312DC,70,72,67
033D1D1734FE,70,76,67
A4FD384F7256,55,79,67
DCBC3F1A9843,65,64,68
001F77FB52EB,66,65,68
9CE51413C045,56,67,68
098D3CC1683B,62,67,68
C0FFC751B751,51,68,68
5450C151A48E,57,68,68
08295C79993F,73,69,68
D489D7FD445B,76,69,68
85D341012F75,68,69,68
D128D6CBA66A,76,69,68
FEE71DB64712,59,69,68
22E7A1158638,62,70,68
23498828DBAD,84,70,68
434FE647F2B5,63,73,68
77CBC1086423,70,76,68
2071184615A3,67,62,69
F2D1D7DBD65F,61,64,69
2E57E622CA59,69,64,69
76BB9D890DD5,67,65,69
DD07CD125535,79,66,69
FABB79BBEF58,62,67,69
CC2F443C5C99,58,68,69
81F77091A590,77,68,69
54750234029D,74,68,69
3F8284ED2793,58,68,69
F83EBC9F4C13,63,68,69
7676195ABF74,65,68,69
BD27CE6F9E0E,60,69,69
AA4108492775,59,69,69
7547755F36C2,61,69,69
77F5F1800B95,55,69,69
C184023552D8,46,70,69
A5BFA723B10C,73,70,69
67408F770515,66,71,69
6D3F608FE710,96,71,69
32B495DE2EE2,66,71,69
15105D5AE66F,61,71,69
8B1B5F3FDEB2,68,72,69
64EDA4262789,79,72,69
89F994C48FD1,71,73,69
43E1519F2042,65,74,69
FCF0690076CC,85,75,69
45066AC412F5,95,75,69
934D314D8F45,77,76,69
80EB2329985A,81,78,69
60258D646DDB,76,65,70
64A37879240B,76,66,70
6FC0071A7924,59,66,70
D39427F2F8C2,66,66,70
B56E329AAA43,51,67,70
F584055FF5BB,54,68,70
EF5CF3F7F42E,65,68,70
82940E318886,77,69,70
D6B2B541E861,77,69,70
74FBBB154C39,67,71,70
4A1ABE7D39C9,66,71,70
964AAAB6B273,63,71,70
6481B5D6B762,85,71,70
CA5AEBCB2524,60,71,70
FDC96A87583F,55,72,70
8B0D05E5DFAB,85,73,70
D856824B08C5,66,73,70
7F0F1226035E,82,74,70
D63633E80D95,85,74,70
C742FB8EA4AB,63,74,70
550757E1C0B3,63,75,70
E64E600928E1,76,76,70
621B0AA39775,59,76,70
F2A04EFE2C04,56,77,70
94234B8A48F4,70,77,70
E38759EE6B1A,60,77,70
43E44C1EBD17,69,77,70
A3CCABFB4B5C,86,78,70
32FA3310B17C,79,80,70
CD18750B1755,80,80,70
6ABE33B6BD9E,55,64,71
C123348C8D52,72,65,71
FDF6FE283A49,70,65,71
BBA2B77408F2,72,66,71
9DDCF587CCEB,59,66,71
4FEF1470383C,61,68,71
3D9017734B99,60,69,71
DA5D0EE8390E,59,70,71
FD9405EDC3A4,76,70,71
5A8AE4B9B146,81,71,71
DA30D2997CD0,87,72,71
1AF90CE789E2,79,72,71
DB9A0DC0BED4,74,72,71
352996286170,63,72,71
1A41D5CC16B9,66,73,71
419BAB44F9B4,85,73,71
67E87F36DDEC,70,74,71
5E47FD12696B,81,74,71
ED1F7DB9F62E,58,75,71
79409BE1102D,79,75,71
4A5D8A4FD2B4,77,76,71
9B5005FD8A1B,76,76,71
619D49540715,75,77,71
8539A389EC5D,71,78,71
F4835D2A718B,79,80,71
48DAABACAE14,59,63,72
F5BF6241319E,56,65,72
4E013FE63B70,71,66,72
723E537F641E,63,68,72
1FE8E2345AEC,47,68,72
12B92F8CBA64,79,68,72
CF98716BC4C6,61,69,72
50FF5F86E68D,56,69,72
79C116F98641,66,70,72
E2258E4F09CA,75,71,72
211BCA3E5FEE,85,71,72
EA1892100CDF,75,72,72
2A238AE66A67,79,72,72
DB0C9DBC1132,52,72,72
57C7975F7905,67,73,72
30B694BB28A7,65,73,72
78DE1881B331,60,73,72
AA7E547E96F1,89,74,72
C109B259FCA1,56,74,72
9DBF6C7E95C5,59,75,72
9DD832A8F1AA,79,76,72
CDD5C84A6CFC,64,77,72
ABD6FC557089,69,78,72
FBAC0A9BF036,57,79,72
92CF2A874655,61,84,72
B944854DBA45,77,69,73
A10DAD7189E6,62,70,73
89F1B077BA34,86,70,73
7AA894032868,53,71,73
7854354FFC63,61,71,73
F707B7C6FBC0,70,71,73
72E5D0E6DA12,53,71,73
B77EDAA37689,72,72,73
21D6F8F21AA2,72,72,73
C9D5EA88E5F8,70,74,73
FE6802584ED3,73,74,73
40AC24919374,67,74,73
EA4D0B05736A,60,75,73
762DE13EC60E,71,76,73
35458460B846,68,76,73
9DA62A96796F,79,77,73
A6F110D43D3E,85,77,73
8FA43DD771B2,80,77,73
8238B886DBAC,71,78,73
86E579B6A0FB,77,78,73
950C36E7E880,78,81,73
AE6DD4190E1A,82,83,73
4058B111F4FF,79,67,74
7586562AAF7E,83,69,74
51D6F3E69095,66,70,74
6CE52C7A48DE,79,71,74
AA8CD3D4EF3A,66,71,74
FD0C41A0A1D0,67,71,74
BA0433D8A643,68,71,74
2D41B37D0255,78,71,74
0E53E811B61E,59,71,74
20D059A58CAA,62,72,74
DB000515888C,71,72,74
7AF8D2A3201F,76,72,74
888DAF19A48E,83,72,74
8438496CD8B9,56,73,74
3C533912A0FA,56,73,74
F27D5FAAB689,71,73,74
BB7035BF4ADA,70,75,74
339F9AA99514,66,75,74
F0714931CC06,85,75,74
AA7288A8359C,77,77,74
D2FFDDE96F7B,77,79,74
94975EB1D5FF,62,81,74
B0F3DAF53680,56,82,74
22AF361EB8BC,71,68,75
8A4C29C07972,66,68,75
C13AC580A790,60,69,75
5C998F62377E,61,71,75
11773EC36EC1,79,72,75
61713BB4AFCE,78,72,75
630BB8BB6794,73,72,75
92F0728236CC,68,73,75
C29BC720D6C6,78,75,75
76FF6E4F240C,75,75,75
C138FF071BC1,63,77,75
8DD3D758A61A,76,77,75
CD06AE4F3639,87,78,75
771D0BC4FB5E,64,78,75
4F8E13C5777B,86,79,75
EF10567A6D03,64,79,75
9C50571B35D7,62,79,75
4CC92A9ECFD3,59,79,75
738618B83B57,81,79,75
680CF5F7AEEF,85,80,75
2ED3BCFBF98E,81,80,75
0C2C7A7D9F06,74,80,75
C3A1689DC962,87,82,75
98C57B1D2E5C,81,82,75
1C0C676F6404,62,84,75
F9994998CC67,69,68,76
C2719A2BC6E0,76,72,76
6165661F1FD3,66,72,76
57789A1110EB,80,73,76
DBF6650049AE,56,73,76
029F2F46E208,68,74,76
CE3C4FE15187,73,74,76
563ADEA2D777,85,74,76
A94B66617C21,59,75,76
7286040E7974,75,75,76
52A74FEAFA2B,76,76,76
66F1CCAB0182,75,76,76
F50EFA167C35,73,76,76
A2F665623C4F,82,76,76
C956E9858E3E,71,77,76
ABAD74B3A465,79,77,76
74D18C5B476A,72,77,76
F62BA0EBE1F4,60,78,76
BDB1E4A411D2,64,78,76
869A0ACEB1DE,86,78,76
B303BB730654,74,79,76
7D39374EC805,79,79,76
2E217CBBFD14,69,81,76
BA41D2DBD884,71,81,76
0409A342D107,66,82,76
E955849C4B86,85,83,76
E4D35FFFEE48,74,91,76
03E9B1593CBA,88,72,77
6EE9A7526F8F,74,73,77
E4D12A1EC897,73,73,77
C47F958ADF64,60,74,77
B8C8AA0F6A72,92,74,77
35A31E2FB72F,78,74,77
0A2F3D1EAC79,65,75,77
C1F066AD475D,72,75,77
325C2D277D3F,68,76,77
E513901FA3C6,58,77,77
7EDBB8F1D71C,78,77,77
FF22679D9BC8,73,77,77
782682A38E93,80,78,77
62E4CAED39FD,59,79,77
FDFB401FB111,70,79,77
8436CBC3C15C,63,79,77
CBDFAF9B7616,93,80,77
5E2828C74273,88,82,77
82B43EA3DA70,82,82,77
7B3C7D120C7A,89,88,77
F70C456BED4E,67,72,78
1C12888E215A,72,72,78
4948C2745C80,69,73,78
3DAA4AA75CB6,73,76,78
933F864098BB,77,76,78
CB25069087C9,84,76,78
83D31445FEF4,75,76,78
3B399EA04CF2,64,76,78
C616172759E8,77,76,78
6794DCBE9181,76,78,78
CB6391C19F30,68,78,78
F8E503B20A19,78,78,78
2B3E643FA766,69,78,78
E99ED75412EA,72,80,78
37519D30A333,84,81,78
1419793DEED9,77,82,78
0A715CA3393F,70,83,78
A547CBA4D950,78,83,78
1F5C0DB56347,74,84,78
AD59DD156E95,92,84,78
5E84F1380970,80,87,78
0E5CF28C44E4,67,72,79
B92F5B2EFB11,70,74,79
39719261D1BF,72,75,79
3E802BC8F946,76,76,79
84B769FB0573,79,76,79
274622CB9E2B,65,76,79
CC3F9DA412EB,68,76,79
9EF30BB08016,64,76,79
F14C07566C13,85,77,79
CBFFD6EA6552,70,77,79
B3852DFAC7E0,67,78,79
8F0644B7C78E,72,78,79
539454A178CB,75,78,79
EB60210EBD43,67,79,79
CFA5E0229773,83,79,79
60B7C15BF23C,73,80,79
8B3A9E1DC751,71,80,79
C23B5A073A81,76,80,79
F1421799A6B3,73,81,79
CDF2F698C392,83,82,79
6B188C86D3BB,94,84,79
A1099A67BA1C,97,84,79
E977EE1D149C,82,84,79
930AAA9B8074,81,84,79
A37DB832B74A,86,86,79
D80CEC6DAF4C,90,88,79
81EA5AACAE62,72,89,79
D3A656E62F7B,73,91,79
A16B78F7FB62,78,69,80
6D90AC5C0251,65,74,80
0C88704B3A92,91,75,80
D2CD4A9C4E2C,71,76,80
2125640ECC02,70,77,80
41A28855086B,68,78,80
F3114277CE37,69,78,80
D0ADAEEBDA9F,84,80,80
9AC3A9DEE300,86,80,80
75B5503ACB0F,72,82,80
C44DAB2103DD,94,83,80
D3FB1811A60B,85,85,80
A804470B0878,72,86,80
2A3EFCBB1621,77,76,81
BF55A2C58A1B,77,76,81
772F18D7EF4A,81,77,81
28AC86821ED4,71,77,81
8E1E147D6666,76,77,81
CA030BFFD583,60,78,81
44D1D8189B94,81,78,81
09583E86500A,73,82,81
B530265E2540,84,82,81
B5762A3F177E,79,83,81
B0F071BE0C1D,89,84,81
CCFC6B4B6798,78,85,81
8A8F66A1F44A,70,85,81
21D71B2E128A,75,86,81
9E51BE31D56D,76,89,81
CE48DF40E321,83,89,81
13BE594AEFDB,86,92,81
3EEA16DB60B1,74,75,82
A49A7C8E020F,74,77,82
25EDF5FE7661,89,77,82
C1951B0A66DE,96,77,82
AF844C87F237,80,77,82
C8744326ED44,88,79,82
B4252DADA10F,81,80,82
1C9DDA9C4CBB,71,80,82
921550861CAA,81,81,82
F0E46D5B7AF1,91,81,82
33E7E16B6081,79,83,82
2DA879154519,92,84,82
784EF86B34E7,77,84,82
358CEF526D9E,65,85,82
0E13F6C2C762,79,85,82
5696B5A4EE70,87,86,82
5735592E2F04,66,86,82
16649925C023,67,86,82
23EC1BD20ABE,78,87,82
959495040897,66,87,82
6FFE4CE605E7,76,89,82
F73D7D73A788,75,90,82
D8041D85C9AC,73,78,83
B68618EBE61A,56,79,83
1C6E72EE226E,77,79,83
5DFC51D3BB3C,75,79,83
A7C2EE515FB8,91,79,83
320181ACE77A,73,81,83
42EAD879A019,84,82,83
35F14201AF59,77,82,83
BAC092D4164D,87,82,83
885AFA4179F4,70,84,83
4196D5803C25,79,84,83
850118A768B7,82,85,83
31590F7B7763,69,85,83
F9E063FA0533,79,85,83
746053366BAE,82,86,83
E243123D40A3,79,88,83
B11DB932EAF4,74,88,83
5A45CFCB4819,79,88,83
A72A4B827F1F,94,91,83
7A26BADAAED8,81,93,83
37A85E7A9749,81,78,84
535324A831C9,73,81,84
42F0AA2F9D91,75,81,84
3BFA1D44412E,65,82,84
18CBFA9D3A9F,83,83,84
B9D6C7F5FF5A,69,83,84
F9B0DC5C7DF1,67,84,84
77AF04C9984F,79,84,84
AE79A2647B1A,83,85,84
FE3AA8261DD9,74,85,84
7B093209362E,81,85,84
F5298C3969C6,68,85,84
08E6DDE2B401,86,87,84
E5A602A9BE24,79,88,84
2096CE6C860C,75,92,84
9F97989FCF38,83,78,85
B7B4ACCB8AFF,79,79,85
3C28706699FF,71,80,85
E0648B7ECCC1,71,83,85
56B21BB78916,74,83,85
796D385FDBF8,73,84,85
8AEB22EA9D82,93,85,85
E8450AABFAE0,82,86,85
7379CFC3AC91,84,88,85
743680BE1054,79,89,85
4A660B4E1D12,100,91,85
C01EAFEA58A1,89,92,85
42FB56EC8C78,92,92,85
C5B96B45072B,73,94,85
B3B622408D13,76,81,86
A0E856172798,74,83,86
5E739E6D8A2E,91,83,86
A9A1C46CCD43,81,83,86
22A3124CE238,82,83,86
0DED9F9A8E71,94,84,86
94C322D12EAA,71,86,86
D9CC11ECB4CD,79,86,86
70318659DA49,87,86,86
28C179918559,66,86,86
F4B18EB4652C,91,86,86
788605FA78E3,87,87,86
5A1249CDF04E,86,90,86
484AE33D75C2,97,92,86
2EACDC900E12,67,78,87
7286421C667B,73,80,87
714CD6449C5A,83,81,87
C0D9D57CDFB5,55,81,87
4A4F86CD223A,76,82,87
2628B6C73823,70,82,87
C6CC75D21FD5,69,84,87
A4DDF2611E1B,87,84,87
A68B565F7563,97,86,87
494F29C45DCC,78,88,87
B0F469323C07,67,89,87
F373F78C6D5F,70,91,87
94BE06351E17,84,91,87
0B184DE679DF,95,92,87
70FF58B9C7DD,100,92,87
6E39B11464EC,84,93,87
16B945B4F6A3,79,93,87
5DA75D60A08F,85,93,87
0CAC5F6B3996,69,84,88
AC24B8F7F056,69,89,88
A70181EB606E,68,90,88
2F413E4EE22D,82,90,88
4FE1456322D6,78,91,88
DE33DEC4FDCD,79,92,88
0B7376C9C407,73,93,88
FCF3BECE85DB,87,94,88
6442CBCC4037,91,95,88
F21905D7B85A,79,95,88
C8574C60065B,72,76,89
850F8A790B75,83,83,89
DAFE21A78436,86,84,89
10A59A9DEFE2,77,84,89
5A61416FBF21,73,85,89
3767E44F3D48,79,85,89
EA97055B693D,85,86,89
2A5EA8897879,82,86,89
0059A6F2ADF5,89,86,89
5588DD6C0456,71,87,89
57F3F42BD944,71,89,89
B5A0C46A7724,84,89,89
47FBC06F7B7E,73,89,89
0C108BF0169F,76,90,89
CCFB414E82E8,72,90,89
F69A0BA4F672,90,90,89
CB23C2947084,90,90,89
6F065B77DFD5,72,91,89
24B89DBFFA60,86,85,90
CC2F6B0D91F4,96,86,90
1AB55D32677B,80,86,90
ED0E37CE9935,90,88,90
