Student_ID,Gender,Year_Group
2E726A491B81,M,Group B
F817F2CC6CD9,M,Group B
1AAE34AE28EB,M,Group B
3276FF5247AB,M,Group B
4A333A23C5D0,M,Group B
D370FD74A8D1,M,Group B
680CF5F7AEEF,M,Group B
2428CA231380,M,Group B
61A8766708E7,M,Group B
12B92F8CBA64,M,Group B
D9FCACCA0258,M,Group B
9ABD506FE024,M,Group B
930AAA9B8074,M,Group B
5E739E6D8A2E,M,Group B
BE87DF6C173F,M,Group B
630BB8BB6794,M,Group B
52A74FEAFA2B,M,Group B
27C73E600CC0,M,Group B
BEEF12C482D0,M,Group B
84B769FB0573,M,Group B
25EDF5FE7661,M,Group B
DF7E31538559,M,Group B
D0B0F313C535,M,Group B
FABB79BBEF58,M,Group B
C3D918FD62E0,M,Group B
C19CF10E0311,M,Group B
4B059F14F68D,M,Group B
619D49540715,M,Group B
F4835D2A718B,M,Group B
8F98FAED8372,M,Group B
D6B2B541E861,M,Group B
DA4A1D845E53,M,Group B
8EEC776A43D9,M,Group B
15BAA7386610,M,Group B
3BDD8AD15E95,M,Group B
F0714931CC06,M,Group B
AB0D7FB833BB,M,Group B
035827F94A61,M,Group B
8B3A9E1DC751,M,Group B
E64E600928E1,M,Group B
7C711505EC7E,M,Group B
98C57B1D2E5C,M,Group B
AE6DD4190E1A,M,Group B
03E9B1593CBA,M,Group B
146C5610BBF5,M,Group B
5231F7FC4320,M,Group B
5A8AE4B9B146,M,Group B
278DEF78BEC1,M,Group B
A2C38CA3E744,M,Group B
CD18750B1755,M,Group B
6481B5D6B762,M,Group B
E9C5A0CE239F,M,Group B
E0B7E82AB286,M,Group B
33E7E16B6081,M,Group B
3049A95E9F66,M,Group B
91171C440411,M,Group B
9495216FD8AA,M,Group B
8CC9C9B495DD,M,Group B
DE272CCB97E4,M,Group B
4A1ABE7D39C9,M,Group B
64A37879240B,M,Group B
0B184DE679DF,M,Group B
1243543B5EFD,M,Group B
1065E531486A,M,Group B
933F864098BB,M,Group B
2BB66599B20D,M,Group B
762DE13EC60E,M,Group B
511F8AF7443A,M,Group B
AD59DD156E95,M,Group B
B814C88DED05,M,Group B
B8E247196BF6,M,Group B
592288068D0E,M,Group B
5C6E4E772A46,M,Group B
1526707671A1,M,Group B
BB3CCFB22F7B,M,Group B
141E27304EDF,M,Group B
334CD50F9DEB,M,Group B
09583E86500A,M,Group B
226840CABC14,M,Group B
4739DDD476DC,M,Group B
74512218FBE9,M,Group B
E235C07F2441,M,Group B
62475ADCE79B,M,Group B
B22935154156,M,Group B
35AF11AEA790,M,Group B
D489D7FD445B,M,Group B
14B7CC4AEB5B,F,Group C
6FC0071A7924,F,Group C
FD0C41A0A1D0,F,Group C
84A35900FBAB,F,Group C
41A28855086B,F,Group C
3DAA4AA75CB6,F,Group C
BFF287E77E33,F,Group C
3F8284ED2793,F,Group C
D39427F2F8C2,F,Group C
A93879718E9D,F,Group C
37A85E7A9749,F,Group C
D34FAAA5668C,F,Group C
D345B1BE6187,F,Group C
D3A656E62F7B,F,Group C
B944854DBA45,F,Group C
86E3CAC49AB9,F,Group C
8A952A2D7D1A,F,Group C
723E537F641E,F,Group C
9E51BE31D56D,F,Group C
C184023552D8,F,Group C
ED1F7DB9F62E,F,Group C
3B399EA04CF2,F,Group C
3BFA1D44412E,F,Group C
31590F7B7763,F,Group C
FDFB401FB111,F,Group C
78DE1881B331,F,Group C
B9D6C7F5FF5A,F,Group C
493EFBA51280,F,Group C
1AD236703C0A,F,Group C
274622CB9E2B,F,Group C
F3114277CE37,F,Group C
28C179918559,F,Group C
2A3EFCBB1621,F,Group C
6EE914FC1236,F,Group C
51EE8B706538,F,Group C
E9A4A3D1A455,F,Group C
2125640ECC02,F,Group C
4D766AFEF073,F,Group C
77F5F1800B95,F,Group C
7676195ABF74,F,Group C
9DDCF587CCEB,F,Group C
352996286170,F,Group C
82B43EA3DA70,F,Group C
0059A6F2ADF5,F,Group C
E1E4E56C0276,F,Group C
8A4C29C07972,F,Group C
0E5CF28C44E4,F,Group C
F5298C3969C6,F,Group C
A9A1C46CCD43,F,Group C
36FEF26338A0,F,Group C
C3CD4332FA2E,F,Group C
8539A389EC5D,F,Group C
F9E063FA0533,F,Group C
2F413E4EE22D,F,Group C
8D0AD0B0F306,F,Group C
42F0AA2F9D91,F,Group C
BF55A2C58A1B,F,Group C
19D32C291DDF,F,Group C
D297CAC662B1,F,Group C
0CAC5F6B3996,F,Group C
6E574745ADFD,F,Group C
1FE8E2345AEC,F,Group C
EE9D165109EA,F,Group C
E513901FA3C6,F,Group C
E336763331F2,F,Group C
A21613612F0D,F,Group C
06F57C0CE294,F,Group C
4CC92A9ECFD3,F,Group C
325C2D277D3F,F,Group C
3C28706699FF,F,Group C
CE3C4FE15187,F,Group C
1C0C676F6404,F,Group C
784EF86B34E7,F,Group C
DE33DEC4FDCD,F,Group C
6AB2F507F1B1,F,Group C
B15BD476EEBC,F,Group C
DEFE4FA15059,F,Group C
E5C92545045F,F,Group C
3FDAB6F305D8,F,Group C
B0F469323C07,F,Group C
1761EAEB10A9,F,Group C
ADEA1A9BDA25,F,Group C
9A1460731552,F,Group C
145B74D5CDD6,F,Group C
8A8F66A1F44A,F,Group C
21D71B2E128A,F,Group C
F73D7D73A788,F,Group C
71C6C7E89DB8,F,Group C
DCBC3F1A9843,F,Group C
B92F5B2EFB11,F,Group C
6C6C51C7790D,F,Group C
92CF2A874655,F,Group C
C01EAFEA58A1,F,Group C
2E3EA6868028,F,Group C
2EACDC900E12,F,Group C
9555F6ACDE13,F,Group C
6D564E40A439,F,Group C
20D059A58CAA,F,Group C
771D0BC4FB5E,F,Group C
FE3AA8261DD9,F,Group C
6B156B454D40,F,Group C
81767BB9205A,F,Group C
339F9AA99514,F,Group C
BF0DAF397AD5,F,Group C
DBF6650049AE,F,Group C
76BB9D890DD5,F,Group C
8BF820548DED,F,Group C
198BC28F4C79,F,Group C
8438496CD8B9,F,Group C
AA4108492775,F,Group C
62E4CAED39FD,F,Group C
79C116F98641,F,Group C
F373F78C6D5F,F,Group C
B340B10A3EA0,F,Group C
38CD7CA404EF,F,Group C
B6216E2EADCE,F,Group C
F9B0DC5C7DF1,F,Group C
A4FD384F7256,F,Group C
C6CC75D21FD5,F,Group C
320181ACE77A,F,Group C
E26EB2269D25,F,Group C
62AC5143150B,F,Group C
67408F770515,F,Group C
B7B4ACCB8AFF,F,Group C
E6685CBEABBA,F,Group C
36D5545BFA4D,F,Group C
FDF6FE283A49,F,Group C
59981EEA96CE,F,Group C
30B694BB28A7,F,Group C
D8041D85C9AC,F,Group C
A10DAD7189E6,F,Group C
029F2F46E208,F,Group C
743680BE1054,F,Group C
7811A6F2B2B7,F,Group C
E73A11C8FA77,F,Group C
E0C4F7D14B55,F,Group C
959495040897,F,Group C
EB60210EBD43,F,Group C
44A085BE590E,F,Group C
4802DCF935A0,F,Group C
CDD5C84A6CFC,F,Group C
75B5503ACB0F,F,Group C
47FBC06F7B7E,F,Group C
CCFC6B4B6798,F,Group C
746053366BAE,F,Group C
9D0F9CA02EE7,F,Group C
51A8CC09F9FF,F,Group C
1A0A099A44C9,F,Group C
45FE852B31C8,F,Group C
2B3E643FA766,F,Group C
5DA75D60A08F,F,Group C
1F1DB4F82983,F,Group C
F21905D7B85A,F,Group C
1AA86235A6D3,F,Group C
3806A01744EC,F,Group C
6D90AC5C0251,F,Group C
CCFB414E82E8,F,Group C
F0D469E44A0F,F,Group C
5C4D3C4A8FAF,F,Group C
0409A342D107,F,Group C
CC3F9DA412EB,F,Group C
850118A768B7,F,Group C
89F994C48FD1,M,Group C
9DD832A8F1AA,M,Group C
8C95992C1D85,M,Group C
B4252DADA10F,M,Group C
81B7756E2D7C,M,Group C
C9254BEBC1E0,M,Group C
E7436BC28858,M,Group C
F43FDFEB98FA,M,Group C
CB0BA8AFDD70,M,Group C
E9442F4653E3,M,Group C
24B89DBFFA60,M,Group C
3005C243B257,M,Group C
3369487B6030,M,Group C
C2719A2BC6E0,M,Group C
D2FFDDE96F7B,M,Group C
2DF8539DE639,M,Group C
B79537E22F9F,M,Group C
760EE84C6AA7,M,Group C
8D33C0362397,M,Group C
2A238AE66A67,M,Group C
F14C07566C13,M,Group C
A6F110D43D3E,M,Group C
E18AB12AB162,M,Group C
2387ECDB2D21,M,Group C
28017C810D08,M,Group C
F61EF2F86206,M,Group C
9051B7C03F73,M,Group C
F7CFBA05F4A7,M,Group C
E7A6F35016F2,M,Group C
7F5A13CFBDA0,M,Group C
2885445CF71F,M,Group C
932F0D2360F8,M,Group C
8DD3D758A61A,M,Group C
D0ADAEEBDA9F,M,Group C
5C43B9A2C33B,M,Group C
975C897407C7,M,Group C
9E9A6347A464,M,Group C
6F91658B6649,M,Group C
D271E08199D1,M,Group C
32FA3310B17C,M,Group C
993F208CAFA0,M,Group C
7497EC3330F0,M,Group C
29D5420C7B8E,M,Group C
972D3C8707CB,M,Group C
F62CEF9005D6,M,Group C
19722F5952DD,M,Group C
7835B3AF6B18,M,Group C
6C0FC39AFD0F,M,Group C
80EB2329985A,M,Group C
44D1D8189B94,M,Group C
A3CCABFB4B5C,M,Group C
1EFC92B0F8CA,M,Group C
321E963F5D2A,M,Group C
1898EAD6447B,M,Group C
90110B2C38E6,M,Group C
4EFBB6761292,M,Group C
3720461F4483,M,Group C
84AD2EBE3EB3,M,Group C
49BA5F7B8BCA,M,Group C
A37DB832B74A,M,Group C
B42989CE5DB9,M,Group C
4322895D34FF,M,Group C
C4EE54CE9551,M,Group C
934D314D8F45,M,Group C
C81E93B1C0AC,M,Group C
ABD6FC557089,M,Group C
48308204DEAB,M,Group C
7B3C7D120C7A,M,Group C
226866F9C863,M,Group C
8F6780D2A492,M,Group C
2D41B37D0255,M,Group C
79409BE1102D,M,Group C
BBA2B77408F2,M,Group C
39FA45B7DC20,M,Group C
FAB8D651298F,M,Group C
CD62C0037B30,M,Group C
CA5AEBCB2524,M,Group C
172F932A5471,M,Group C
A09DB2B3F507,M,Group C
5A1249CDF04E,M,Group C
C91925B8883D,M,Group C
C8D9B82062BF,M,Group C
ABD89FE93EC2,M,Group C
736B4EA905FB,M,Group C
1D6A51BCD702,M,Group C
42FB56EC8C78,M,Group C
DB000515888C,M,Group C
9AC3A9DEE300,M,Group C
484AE33D75C2,M,Group C
C46132201669,M,Group C
5189121EA9A3,M,Group C
033D1D1734FE,M,Group C
ACE9A55708FE,M,Group C
FCD19E14F00F,M,Group C
9C6A00155CAC,M,Group C
5E8E25E0E08D,M,Group C
13BE594AEFDB,M,Group C
8E1E147D6666,M,Group C
D80CEC6DAF4C,M,Group C
B03A186B6F6A,M,Group C
A5A44CFE114D,M,Group C
EF35905E7B1F,M,Group C
922109685F29,M,Group C
8BC7D3CA2209,M,Group C
05A1EBB67463,M,Group C
9C340292AC83,M,Group C
308CB08FF368,M,Group C
E6B17B9C62AB,M,Group C
9E11F1395DE2,M,Group C
951579EA153B,M,Group C
5E84F1380970,M,Group C
49B485B1DFF6,M,Group C
C995E6225DB5,M,Group C
74B8C805F3D9,M,Group C
82940E318886,M,Group C
772F18D7EF4A,M,Group C
CB25069087C9,M,Group C
8CC38609E32B,M,Group C
7D39374EC805,M,Group C
419BAB44F9B4,M,Group C
5ADF231C953C,M,Group C
619F8FAA4668,M,Group C
7EDBB8F1D71C,M,Group C
AABDA9BE3390,M,Group C
D04CD3B2E453,M,Group C
515A86600BEB,M,Group C
91B34C69D0A6,M,Group C
FCF0690076CC,M,Group C
F69A0BA4F672,M,Group C
6078960BD537,M,Group C
A2D8C0C04E1E,M,Group C
5696B5A4EE70,M,Group C
C89576B45391,M,Group C
1F51FFB81525,M,Group C
BFAC1D129ED3,M,Group C
0627DDC78F2B,M,Group C
94234B8A48F4,M,Group C
BA9D19F0E1C1,M,Group C
75B650A5FA2E,M,Group C
4C25D2D418EC,M,Group C
EA94E2C3709E,M,Group C
2071184615A3,M,Group C
0304022FC741,M,Group C
2ED3BCFBF98E,M,Group C
7586562AAF7E,M,Group C
BB0F6ABDD3BF,M,Group C
18F422B236A7,M,Group C
F9BB6DFB6871,M,Group C
A5FB48C78B4B,M,Group C
707E7440EA76,M,Group C
3D4C08D7EE27,M,Group C
14767BD4E13A,M,Group C
A5BFA723B10C,M,Group C
224EB4ACD536,M,Group C
C616172759E8,M,Group C
2F36BFFD67B4,M,Group C
FACB636DFE8B,M,Group C
EF5CF3F7F42E,M,Group C
40AC24919374,M,Group C
43E44C1EBD17,M,Group C
157A83960377,M,Group C
74D18C5B476A,M,Group C
1036AB4B89A5,M,Group C
22A3124CE238,M,Group C
563ADEA2D777,M,Group C
165285871EF4,M,Group C
61FAA8D38819,M,Group C
A9CCF5316DB5,M,Group C
2F3AFBD37AF5,M,Group C
A62CF1A934EB,M,Group C
1329C72D8787,M,Group C
0D61BA602316,M,Group C
81F77091A590,M,Group C
1AF90CE789E2,M,Group C
85D341012F75,F,Group D
10A59A9DEFE2,F,Group D
BC3151E8C08B,F,Group D
CED46B7954A8,F,Group D
5A61416FBF21,F,Group D
9B1A3F4C18BD,F,Group D
6806D8C56948,F,Group D
48DAABACAE14,F,Group D
BA41D2DBD884,F,Group D
B55DE8FD219E,F,Group D
7A89D7197A23,F,Group D
7D90E0B4EBDF,F,Group D
77CBC1086423,F,Group D
77AF04C9984F,F,Group D
12F1FE1AF216,F,Group D
C158F8DC25B8,F,Group D
8E407B81CF7E,F,Group D
57F3F42BD944,F,Group D
03C440C5199C,F,Group D
9C50571B35D7,F,Group D
CBFFD6EA6552,F,Group D
8A94506388C0,F,Group D
7949C5218FD5,F,Group D
48BDB417D917,F,Group D
EF10567A6D03,F,Group D
5735592E2F04,F,Group D
B5A0C46A7724,F,Group D
22568EDE52C4,F,Group D
0B34820D8833,F,Group D
67986BFFBF51,F,Group D
B0F3DAF53680,F,Group D
C9211E914C49,F,Group D
7871AA9DD084,F,Group D
72E5D0E6DA12,F,Group D
539454A178CB,F,Group D
F8E503B20A19,F,Group D
50FF5F86E68D,F,Group D
FEE71DB64712,F,Group D
E93F19AAA1E1,F,Group D
39719261D1BF,F,Group D
20C92DB730F1,F,Group D
76FF6E4F240C,F,Group D
6E62EDEEC905,F,Group D
3C533912A0FA,F,Group D
C138FF071BC1,F,Group D
B3B622408D13,F,Group D
B40031E14282,F,Group D
BCAD2AF6F5E7,F,Group D
FDC96A87583F,F,Group D
FB92FD5CDD33,F,Group D
0E53E811B61E,F,Group D
4FEF1470383C,F,Group D
1130955A6644,F,Group D
81EA5AACAE62,F,Group D
5AF08359EDB6,F,Group D
DBAAC7297A6A,F,Group D
714CD6449C5A,F,Group D
3DBCE4CA0A9C,F,Group D
24CF63F300D2,F,Group D
4CA8AC460BAD,F,Group D
E958CBC5FFF7,F,Group D
00A86A3C467B,F,Group D
9EE483033922,F,Group D
A70181EB606E,F,Group D
535324A831C9,F,Group D
7B093209362E,F,Group D
35458460B846,F,Group D
AC24B8F7F056,F,Group D
A0E856172798,F,Group D
B374656E7427,F,Group D
F27D5FAAB689,F,Group D
4E013FE63B70,F,Group D
94975EB1D5FF,F,Group D
C1F066AD475D,F,Group D
E7AFE8B0FC13,F,Group D
F407302B4506,F,Group D
1C6E72EE226E,F,Group D
E243123D40A3,F,Group D
61C8C5733BB5,F,Group D
0A715CA3393F,F,Group D
EA97055B693D,F,Group D
845B9B607D99,F,Group D
93D484D71799,F,Group D
F83EBC9F4C13,F,Group D
C8574C60065B,F,Group D
56B21BB78916,F,Group D
38A756689D01,F,Group D
F54D045537F4,F,Group D
B68618EBE61A,F,Group D
EA4D0B05736A,F,Group D
56814287F614,F,Group D
1F5C0DB56347,F,Group D
60D2154DAB86,F,Group D
3DDC3A3C0417,F,Group D
52CD9A8E44CB,F,Group D
1C1ADA4E9E7F,F,Group D
BD27CE6F9E0E,F,Group D
6CE52C7A48DE,F,Group D
DB0C9DBC1132,F,Group D
9EF30BB08016,F,Group D
E4D12A1EC897,F,Group D
5A45CFCB4819,F,Group D
58F192B5E015,F,Group D
7AA894032868,F,Group D
6165661F1FD3,F,Group D
D9CC11ECB4CD,F,Group D
9010C0B8DDBD,F,Group D
DAFE21A78436,F,Group D
F584055FF5BB,F,Group D
3D8DC159614F,F,Group D
03CCCA86CF64,F,Group D
850F8A790B75,F,Group D
87F1C2D9475D,F,Group D
694905FF027C,F,Group D
B86511A16115,F,Group D
CD8FB8898D24,F,Group D
D4FFA9CDD071,F,Group D
C47F958ADF64,F,Group D
B3852DFAC7E0,F,Group D
098D3CC1683B,F,Group D
CB6391C19F30,F,Group D
D2CD4A9C4E2C,F,Group D
35F14201AF59,F,Group D
7547755F36C2,F,Group D
22AF361EB8BC,F,Group D
B77EDAA37689,F,Group D
F2A04EFE2C04,F,Group D
BDB1E4A411D2,F,Group D
7286421C667B,F,Group D
7AC55AD8DB89,F,Group D
432269DF3FF6,F,Group D
0C2C7A7D9F06,F,Group D
CB23C2947084,F,Group D
B9908308D2A4,F,Group D
078C9D6C7846,F,Group D
2628B6C73823,F,Group D
7CC1CEAE852E,F,Group D
F5BF6241319E,F,Group D
6F065B77DFD5,F,Group D
FCF3BECE85DB,F,Group D
C0E6B3F5D132,M,Group D
41D102A9B781,M,Group D
CFA5E0229773,M,Group D
86E579B6A0FB,M,Group D
4F8E13C5777B,M,Group D
92CFA0704F8C,M,Group D
4196D5803C25,M,Group D
94D4574C3B0D,M,Group D
6A89E12B5DEC,M,Group D
270901840C45,M,Group D
60258D646DDB,M,Group D
921550861CAA,M,Group D
7843A89BA2D0,M,Group D
DAF574DC1DCC,M,Group D
9B5005FD8A1B,M,Group D
4058B111F4FF,M,Group D
2307B5AF2A5A,M,Group D
F995C3B84455,M,Group D
5EC54A3634C4,M,Group D
90F347125D27,M,Group D
964AAAB6B273,M,Group D
0ED9E08A488F,M,Group D
00286B0CC7E8,M,Group D
07A1A2FDE3EC,M,Group D
C742FB8EA4AB,M,Group D
395856098203,M,Group D
001F77FB52EB,M,Group D
3CC1A93E1853,M,Group D
27F80CDA66D5,M,Group D
35A31E2FB72F,M,Group D
A3CDEB58BAA6,M,Group D
87F427094745,M,Group D
CD9944E34A1B,M,Group D
C23B5A073A81,M,Group D
D63633E80D95,M,Group D
B0F071BE0C1D,M,Group D
B085E265E830,M,Group D
7F0F1226035E,M,Group D
A68B565F7563,M,Group D
17106B3281C1,M,Group D
411FA5DF14A0,M,Group D
FDA4D0DDDE7F,M,Group D
DA30D2997CD0,M,Group D
17DEC51E5DFC,M,Group D
B303BB730654,M,Group D
738618B83B57,M,Group D
C44DAB2103DD,M,Group D
2A28170EA799,M,Group D
D132A9371F5A,M,Group D
950C36E7E880,M,Group D
ACCB4E96A23C,M,Group D
08295C79993F,M,Group D
4221B685538D,M,Group D
AA7E547E96F1,M,Group D
1BD6E6A550A1,M,Group D
EFC8DCB1139C,M,Group D
75FFFC0FB397,M,Group D
A94491B61F15,M,Group D
4403A800FA0C,M,Group D
377BA9A6E418,M,Group D
06434770BAC4,M,Group D
F707B7C6FBC0,M,Group D
0C88704B3A92,M,Group D
D3B75D5A27F7,M,Group D
FEF58C35727E,M,Group D
A599129D0F26,M,Group D
87CA803A0EA2,M,Group D
F09D1FCF3966,M,Group D
755F04082BAB,M,Group D
FD9405EDC3A4,M,Group D
AF844C87F237,M,Group D
C8744326ED44,M,Group D
1A9B276FB346,M,Group D
95FE8B6700A3,M,Group D
D128D6CBA66A,M,Group D
315438036B3A,M,Group D
8238B886DBAC,M,Group D
D11B4FDCE6FC,M,Group D
CC2F6B0D91F4,M,Group D
6670670DE4A0,M,Group D
3E802BC8F946,M,Group D
65849BDF3E9C,M,Group D
EAD8E09DFA79,M,Group D
AF3AD9493150,M,Group D
514359F1B74D,M,Group D
6C4962F3F175,M,Group D
64EDA4262789,M,Group D
C3061BF79477,M,Group D
033172297292,M,Group D
7CF1A68E71B8,M,Group D
21D6F8F21AA2,M,Group D
E2258E4F09CA,M,Group D
1A41D5CC16B9,M,Group D
DC16EE01489C,M,Group D
B5762A3F177E,M,Group D
9F97989FCF38,M,Group D
D856824B08C5,M,Group D
A4DDF2611E1B,M,Group D
888DAF19A48E,M,Group D
45C2B209B3B3,M,Group D
A16B78F7FB62,M,Group D
B10E0949211E,M,Group D
0A2F3D1EAC79,M,Group D
96330EDCA9EC,M,Group D
F3003375BB3D,M,Group D
F9994998CC67,M,Group D
9DA62A96796F,M,Group D
C1951B0A66DE,M,Group D
7A26BADAAED8,F,Group E
0C108BF0169F,F,Group E
42EAD879A019,F,Group E
A547CBA4D950,F,Group E
DCF9EF4295F6,F,Group E
A94B66617C21,F,Group E
74FBBB154C39,F,Group E
C9D5EA88E5F8,F,Group E
494F29C45DCC,F,Group E
1AB55D32677B,F,Group E
DAADC4661AC4,F,Group E
788605FA78E3,F,Group E
8790EA6B8CDE,F,Group E
C782923511BF,F,Group E
51D6F3E69095,F,Group E
9DF2F5473FA8,F,Group E
3EEA16DB60B1,F,Group E
04C3C0632C23,F,Group E
332285B6EBDC,F,Group E
15105D5AE66F,F,Group E
347250BD864D,F,Group E
0445FC9B4632,F,Group E
ED0E37CE9935,F,Group E
7379CFC3AC91,F,Group E
2C2CADABA5B9,F,Group E
0EF3C5297A89,F,Group E
E99ED75412EA,F,Group E
6578EB41D207,F,Group E
D834CCCC7EAE,F,Group E
DB9A0DC0BED4,F,Group E
E5A602A9BE24,F,Group E
7D40083BCBC1,F,Group E
D3FB1811A60B,F,Group E
C8F0B3D5312C,F,Group E
C29BC720D6C6,F,Group E
28AC86821ED4,F,Group E
796D385FDBF8,F,Group E
B530265E2540,F,Group E
47391A9A8ACD,F,Group E
585A3A9258FD,F,Group E
E977EE1D149C,F,Group E
677C00429B6D,F,Group E
B11DB932EAF4,F,Group E
5E2828C74273,F,Group E
56747CA55ADC,F,Group E
605AC17D0204,F,Group E
157D23B47BBF,F,Group E
